Date,Log_Return,Volume,RSI,MACD,MACD_Signal,ATR,Label
2020-02-20,-0.5534910443429039,0.1111179941320537,0.48805460551322527,0.35862161551119565,0.22899441191913464,-0.6726069416891242,2
2020-02-21,-1.1497437970602706,0.8433964948731285,-0.19430219959859343,0.2782446178999267,0.24216207259246322,-0.5762263281553812,2
2020-02-24,-1.1728799145949416,1.5804146622856665,-0.7451520426376684,0.12327029777239011,0.21950642298027617,-0.36737153253155896,0
2020-02-25,-1.801156188675416,2.5861977400362046,-1.3851016745982156,-0.12987280243396754,0.14716799656486312,-0.2185472397254513,0
2020-02-26,0.16810185041799558,0.9650205651282268,-1.2905819959149956,-0.31517483372373484,0.049612401165400236,-0.22226795587893425,1
2020-02-27,-1.1535819963745861,1.9356667575296744,-1.6376767817418805,-0.5371160731166033,-0.07596369517942295,-0.18155109257098317,1
2020-02-28,1.2675497179293942,2.3782038033570654,-0.9674398282328364,-0.617044019726225,-0.19354218770178386,0.01320943209943672,2
2020-03-02,1.2508854989793008,1.574736447758468,-0.3788825105647675,-0.5825661935204351,-0.2802211041717536,0.011731350192254188,2
2020-03-03,-1.738635628194655,1.999488011719675,-0.967620191033902,-0.6738805039671496,-0.3691203915752825,0.17107034039240052,2
2020-03-04,2.1543480687083654,0.9821959908881828,-0.11295929354073363,-0.5825416165114462,-0.42067840378254184,0.2513593551128923,2
2020-03-05,-0.9560220101656187,0.7476763454363246,-0.4331609096451315,-0.5748794037542074,-0.4602838504433131,0.20279600006527465,2
2020-03-06,-1.4185542538723896,1.2275910596183737,-0.8476911186892209,-0.6632000648950587,-0.5108832328353656,0.2939771697860598,2
2020-03-09,-3.741987312959854,1.3387033938892368,-1.6306025557669834,-0.9707060288439863,-0.6172191639627402,0.644618072806029,2
2020-03-10,1.3301488166850535,1.3847039706684632,-1.197885818936797,-1.1167456579563593,-0.7335642060439607,0.6337527071705983,2
2020-03-11,-2.996356446216113,2.186094789136246,-1.6927847477536568,-1.4036302618858125,-0.8880803308897026,0.8153881613883753,2
2020-03-12,-3.944403565016136,2.377722797581001,-2.1513605290107614,-1.8319472700043065,-1.103422921633723,1.0507802647611322,2
2020-03-13,3.38143806621238,1.8084465956847546,-1.3270514691946274,-1.9606613986716526,-1.30326280882218,1.170675109761246,2
2020-03-16,-7.3109207074815465,1.9978338211239415,-2.0411634199681625,-2.419759415696386,-1.5614565651989307,1.6457211955093514,1
2020-03-17,2.678587043477529,1.7620119405222505,-1.5638870998618823,-2.6225491324982397,-1.8114416412074874,1.7644726968064097,1
2020-03-18,-2.473941147229265,1.9555874357676564,-1.7739319042570973,-2.8720483208593963,-2.064863217345835,1.98188309382551,1
2020-03-19,1.4889519013358223,1.309889974718163,-1.513028617002408,-2.963911018375587,-2.287274076749424,1.9394073163220071,1
2020-03-20,-0.1674310191403763,2.090315980458459,-1.5288279086426042,-3.010632670838437,-2.4752088173964975,1.815381001454291,1
