Date,Log_Return,Volume,RSI,MACD,MACD_Signal,ATR,Label
2020-07-22,-0.4761927870976025,-0.13031988293347918,0.4237625618898231,1.2260122437934398,1.4715696898434865,2.0205282657439896,0
2020-07-23,0.044118999943552124,0.2480958026980926,0.43328072992447064,1.1565083246387722,1.4172341834437396,1.8009899059224992,0
2020-07-24,0.03544394394440305,0.3021071258069066,0.441427595585081,1.0908620000393061,1.360073068084177,1.6079251686095446,0
2020-07-27,0.130921343321556,0.35590436099852824,0.4738169943155798,1.0355271499088123,1.3028022642939319,1.2602985880570503,2
2020-07-28,0.41629431597055033,0.5294379098770168,0.5792766862421046,1.0085175279490624,1.2513518720848098,1.177079073902174,2
2020-07-29,-0.4495324182575346,0.8351860396158693,0.40527350021587244,0.9445650147596922,1.1968521484183339,1.3329069704014573,0
2020-07-30,0.04406992456366605,0.7993721894684055,0.41767829626073427,0.8862773696248869,1.1410945550110183,1.1193182850564047,2
2020-07-31,-0.8263103041261208,0.44875734908366943,0.0988596580147745,0.7736527381268367,1.0729968917709225,1.132502696760206,0
2020-08-03,-1.8320197030688419,0.9019814697798839,-0.46386467657577773,0.5525713510882405,0.9724049324063291,1.3260432949611713,0
2020-08-04,0.2048826128707394,0.36330568613574965,-0.3936902427938951,0.38634507375103666,0.8572593819255006,1.2575530183294845,1
2020-08-05,1.1037520009472823,-0.27440105120393377,-0.034690863379412296,0.32562154444198504,0.7524770429297907,1.1184133751408445,0
2020-08-06,-0.3950937976659773,0.028625103587758875,-0.15692817394368835,0.2471984479055833,0.6522934435050258,1.1014465553683004,0
2020-08-07,-0.37885821009292253,0.44600479014833916,-0.2729113802431227,0.15698917676350518,0.5533304395557307,0.9928825630124987,1
2020-08-10,0.7936337657801693,0.7706232405882892,-0.009530044352282665,0.1376304315599733,0.4701221303856425,1.1273266502276131,0
2020-08-11,0.7880247551596584,0.46349883138177156,0.22980313460041168,0.17400593442120607,0.4111427961785793,1.003972590915302,0
2020-08-12,-0.8480115934414764,0.4145644503092334,-0.05543786125069293,0.14247602174366852,0.3573827236364353,1.0448230252232982,1
2020-08-13,0.5264773473426918,0.3339756414803971,0.10701774660051146,0.15142526361602335,0.31624132571768293,0.9424614102604936,1
2020-08-14,0.7586430940033321,0.15334660734639055,0.32824849375574877,0.20803628164664198,0.29513630587107187,0.8582036731144144,1
2020-08-17,0.13954584226022507,0.5784028749377252,0.3680343951125113,0.2591411090075972,0.28891189046915333,0.7281649775884743,1
2020-08-18,0.6146360039689583,-0.05768291102893033,0.5425781789407843,0.33804154535628134,0.30038965136708284,0.5318679665736105,1
2020-08-19,1.1843001178872419,0.13242715943788047,0.8408731674941414,0.477647661145559,0.3386913287360325,0.5114753827696096,0
2020-08-20,0.7827375874630188,0.16606954642525046,1.0130679778775653,0.6358787578559506,0.4023369945045389,0.4882215917780938,0
2020-08-21,0.0007183890496505245,0.03605701271315061,1.0130679778775653,0.7522138271939379,0.4775190500543629,0.46662549148622745,2
2020-08-24,0.0007183890496505245,0.3075510757012265,1.0130679778775653,0.8343986178859005,0.5548070483415527,0.2156299620268287,2
2020-08-25,0.07693452720690287,0.2664461956002944,1.032196065937523,0.8942413489909088,0.629119626011435,-0.026071848840108925,2
2020-08-26,-0.10934038786424242,1.723773231916822,0.969689890285065,0.9228221835397591,0.6945311656295281,0.1984281163341033,2
2020-08-27,-1.2776510656868187,0.47576301063807647,0.32589994044366594,0.845143844898614,0.7306580129649521,0.2838671795423939,0
2020-08-28,-0.3943167689767196,0.11233347920996949,0.1559166725454871,0.7469199619857031,0.7390716543008249,0.41284620621251533,0
2020-08-31,-1.0537666561420247,1.7223969524491567,-0.24793734624396543,0.5885490136801574,0.7127690728246925,0.8239884562023422,1
2020-09-01,0.24359671707251807,0.9689604038729206,-0.15267233592700374,0.47401407865744766,0.6678369622046085,0.9187014726292992,1
2020-09-02,0.09601260298127594,0.31443247303955213,-0.11404878148145615,0.3850272334635979,0.6133301266249143,1.0390263738662675,1
2020-09-03,-0.26804427135865444,0.34630098871304266,-0.22252926302483234,0.2921038557637368,0.5503424171429804,0.88743585044345,1
2020-09-04,1.3550910791438586,-0.23718033760063442,0.30283159496746664,0.3089058878495453,0.5034568685622889,0.9042327212019916,0
2020-09-08,1.2963302256334734,0.03884015563665122,0.6923422179544784,0.40851507184711877,0.4867252165478757,0.8486155758026876,0
2020-09-09,0.009213638779965812,-0.2816188724121331,0.6946984815526079,0.48210829243451303,0.48869019293494,0.6717787006973185,0
2020-09-10,0.0007183890496505245,0.807507530321715,0.6946984815526079,0.5338840054416544,0.5010617098904991,0.6435482606053945,0
2020-09-11,-0.33873457675191315,0.731873327576473,0.519974758398065,0.5441985350107855,0.5131103594342084,0.5849591722110756,0
2020-09-14,0.3401713548512145,0.24152024524147025,0.6348288687744214,0.5694670028606635,0.5280198530210647,0.40321235393211713,0
2020-09-15,-0.2537826505445695,0.1466487139370869,0.4975897357480046,0.5645519973020099,0.5389222610677978,0.16754016484797235,0
2020-09-16,0.2382376932558743,-0.007494586441408365,0.5849779080165836,0.5705215296562557,0.5488893307373806,-0.05561867838142954,0
2020-09-17,-0.2622909443987935,-0.3157506032102285,0.4349132150063805,0.5498816005600862,0.5525578472256099,-0.28010340144701323,0
2020-09-18,-0.6553151282899019,0.15912698111058413,0.08781715852443407,0.48128484114130776,0.5411845394994612,-0.16695860822519776,0
2020-09-21,0.2567971618608086,0.440897264123893,0.20119803423384958,0.43950143641492667,0.5233705835545922,0.17336382719948443,0
2020-09-22,0.5958895595074898,-0.1466517326164388,0.44996196005639927,0.44297748576559043,0.5098444637548034,0.01454276071208501,0
2020-09-23,-0.21149466741371176,-0.18656383717872774,0.33068191287082443,0.4254020009195532,0.49535761977867526,-0.04876232497317336,1
2020-09-24,-0.16932611575914736,-0.16335059015744244,0.23419599702133315,0.39450729827502173,0.47732403346380803,-0.178769935707185,0
2020-09-25,0.04324231426512889,-0.1283319237024073,0.25462343651610075,0.36838877187308877,0.45744928265930473,-0.36424217901945966,0
2020-09-28,-0.8531427867231751,0.14331505922652021,-0.21245578772851412,0.28389719263726493,0.4239259711910657,-0.36595301710283606,0
2020-09-29,0.428504833523029,-0.03624353532152454,0.008413099668044486,0.2437988423820996,0.38874348604413955,-0.3481138947841931,0
2020-09-30,5.008286200416156,0.9950179617940471,1.4023627399126164,0.5658647526633672,0.42777498599610475,0.6526494660680361,2
2020-10-01,-4.742504146726211,1.3125409269784791,-0.06421037102379905,0.4731338783116031,0.43965809787390475,1.6035227407181152,1
2020-10-02,0.28145968143941247,0.05569193311850655,-0.004077634306650165,0.4143168043006891,0.436896343015229,1.5108984195707313,1
2020-10-05,-0.544368178930741,0.7333413590086493,-0.12767722618703428,0.32508438993660227,0.41607457047951824,1.5133787341512952,1
2020-10-06,0.8088939691429268,0.12783956121233003,0.05725616691106128,0.3075479110001961,0.39575934028603355,1.3559610827536965,1
2020-10-07,1.4992376952499487,-0.18598274140349136,0.3699674891595175,0.3957212206804965,0.39789861350071515,1.3781431203663732,0
2020-10-08,0.39300534578838925,0.19102608077224495,0.44688469201918735,0.4878413805295265,0.4188247354659823,1.208802901907423,0
2020-10-09,-0.057623785521152854,-0.21008292408171642,0.4300201145683238,0.5499060112356535,0.44851126266151736,1.0623512888252529,0
2020-10-13,-0.024302807139015916,-0.2729024357835873,0.42228816453304185,0.5900928106891195,0.4806427693933381,1.0839203800018695,1
2020-10-14,0.20899013642045872,-0.23797552129306315,0.47104425695128027,0.6293261755159372,0.5145313894571082,0.823370967275944,1
2020-10-15,0.12549451947811338,-0.11784161575998195,0.501558299159742,0.6614210290345952,0.5483367277651743,0.62243686147196,1
2020-10-16,0.0007183890496505245,0.19659236661924614,0.501558299159742,0.6786403263998365,0.5789726518787965,0.4315362707523623,1
2020-10-19,0.33274385964900105,-0.24176793582618486,0.5913328811406583,0.7077857517109708,0.6095606327119287,0.24348200900292377,0
2020-10-20,1.3106813144972675,0.13906388487084348,0.9111772446231948,0.8166772378650334,0.6567439350715766,0.2954836147900676,2
2020-10-21,0.4176314542970865,-0.17283162649024672,1.0023611261218965,0.9226115870513508,0.7165866860209456,0.06534772566714894,2
2020-10-22,0.4079095634147136,-0.10643378817244649,1.0901528678498125,1.024425900900341,0.7856976263283248,-0.10734551651576459,2
2020-10-23,-0.2841808530435127,-0.13857755973947,0.9524087831608689,1.071326118329071,0.8507689687093476,-0.07776659078175646,2
2020-10-26,-1.8484495339172993,0.2553747918826326,0.2016300893293101,0.961732048764075,0.8799665779342142,0.27776967255845136,2
2020-10-27,-0.7310688549309594,-0.2221024314326586,-0.03716063542431617,0.8122093678898173,0.8721367693279135,0.47408971183481535,2
2020-10-28,-1.8672271920892862,0.35348822593307166,-0.5397058151231554,0.5534575484809896,0.8119016802020561,0.7923621084481368,0
2020-10-29,-0.7229863408227933,1.1268043668200265,-0.701791483748854,0.2935086811107855,0.7094926827524558,1.800166085142356,0
2020-10-30,0.043464123370155455,0.585743032098606,-0.6871476927024674,0.08908670919864231,0.5849265275455464,2.485609573953935,0
2020-11-03,-1.2789677184611274,-0.014406567767904383,-0.9610786151267141,-0.16104712644634284,0.43309992642940354,2.5177516614571522,0
2020-11-04,0.13018960234720975,-0.06242342919533247,-0.913381563177571,-0.3466600067162096,0.2729229458867307,2.6231426352492657,0
2020-11-05,0.2592816992019522,0.386885941015079,-0.8144768820570536,-0.47068743948423086,0.11891134193457262,2.621721679192282,0
2020-11-06,1.7429529833736637,0.5565964913722754,-0.22034813277184484,-0.4416197852703949,0.001765078582838324,2.7369524217607735,0
2020-11-09,-1.6898896872478526,1.5005712862497071,-0.6270321177473835,-0.5319009701247257,-0.11078305648906936,3.020937174692128,0
