Date,Log_Return,Volume,RSI,MACD,MACD_Signal,ATR,Label
2020-02-20,0.025322010154127737,-0.17838618835043257,0.24741314661146954,0.040827499286186286,-0.08585232128983507,-1.8547903795716407,2
2020-02-21,-0.9786899248161245,-0.3412575149551661,-0.5073351005855121,-0.007072112291713124,-0.07051557702172472,-1.7635310617230018,2
2020-02-24,-1.9218853250794348,0.2877237733796206,-1.4380678606085078,-0.16245296511679397,-0.09118976143289532,-1.48544800741278,2
2020-02-25,-1.3859031030487863,0.5856673454263173,-1.8622366916602298,-0.36425724889105043,-0.1505153043700991,-1.306406673981957,2
2020-02-26,-0.4260910191217141,0.5149782533267011,-1.970258321756724,-0.5429960669241699,-0.23587163395250516,-1.2764163557014463,1
2020-02-27,-1.6603731845807546,1.361538497255812,-2.3199452717229954,-0.7706787024069855,-0.3524295764227983,-1.0736369057802708,1
2020-02-28,0.5200132369884668,2.2584981143059975,-1.9831115008615232,-0.9114988694945095,-0.4755323788041201,-0.9063346855990321,0
2020-03-02,1.566674477432195,1.6687243612215594,-1.0934973496961242,-0.9222400519806366,-0.576291947652749,-0.6669672940053121,2
2020-03-03,-0.8302481085446735,1.8289240878184423,-1.3276402371837939,-0.9680754271899821,-0.6666175397528112,-0.5204032161408264,2
2020-03-04,1.337568252059526,-0.06362773035555011,-0.6903040674150905,-0.9157016421419512,-0.727773814059956,-0.5163325284374595,2
2020-03-05,-1.5132215281701737,0.4049131466969617,-1.1219445558430374,-0.9518086697713358,-0.7843541830892847,-0.4322280080102706,2
2020-03-06,-1.079451253695236,1.24377148069353,-1.3764322882154063,-1.0299432537146205,-0.8461844377374779,-0.27565675073966384,2
2020-03-09,-2.140148169329408,1.4691245516260143,-1.7803587378165284,-1.1952384974527925,-0.9306942533051342,0.12270098539304614,2
2020-03-10,2.102170384738265,1.3447387062154537,-0.9949727818397405,-1.1977547608140477,-0.9988355995675163,0.3153407739634988,2
2020-03-11,-2.1674207472093685,2.166941659982899,-1.3985274779030004,-1.3032502911326618,-1.0757156565566985,0.5597713902892109,2
2020-03-12,-5.3793929228001645,3.4576854908028563,-2.0419447326701787,-1.6375744464569644,-1.2081025316493788,1.2271312366114366,2
2020-03-13,0.7941903970541839,3.535859876618162,-1.8301906556656538,-1.8437835028956548,-1.3577321194180425,1.4258212501426535,2
2020-03-16,-5.3614502360139635,2.6013053117097535,-2.2601293850578625,-2.2234288462998184,-1.557927539089094,2.1430354854764047,2
2020-03-17,1.9305477725951956,2.3956161795737922,-1.8407696546938137,-2.413121617691469,-1.7583022083147228,2.6908430742803024,1
2020-03-18,-1.1356555880419321,2.967651471344843,-1.9313229391096354,-2.5835290310376484,-1.9547314289077546,3.0988878491089205,1
2020-03-19,1.436197749266502,2.168193220346937,-1.6174522073476656,-2.625551888824378,-2.1207844190496883,3.359609873113958,1
2020-03-20,-1.8221213631450246,2.0682368705036596,-1.7812283964241156,-2.707441085105409,-2.2709888170056165,3.4447568190963156,1
2020-03-23,-3.099341964700165,2.5323010124078813,-2.017070477937944,-2.867422386040891,-2.4250712942520813,3.5247432151532956,1
2020-03-24,6.117465640643056,2.811374905119849,-0.9088837529371956,-2.701714622575407,-2.513204202480645,3.8750698171991536,1
2020-03-25,3.8232291344201874,4.785879858669801,-0.31765201534109505,-2.3601165826781236,-2.5112855031285872,4.3203922859522566,0
2020-03-26,2.803797603321586,2.4145580643141384,0.08017777105660148,-1.922349223814389,-2.4169358649424137,4.428314533836849,2
2020-03-27,-0.5577630167781824,1.6883160946124645,-0.004001622277701424,-1.586926800643795,-2.2703404720418283,4.378960353565035,2
2020-03-30,1.1008003660428292,0.9125171481885873,0.15829628763347092,-1.248074326822952,-2.0812212419600105,4.169716847190469,0
2020-03-31,-1.365197948385748,0.5875928229094529,-0.06406172383621805,-1.0404660585169145,-1.8859091117185902,3.871092433265781,1
2020-04-01,-1.882506615890364,0.6263911941946354,-0.3438315555766676,-0.96167373959685,-1.7129539962679032,3.675042149310318,1
2020-04-02,0.49054608366200575,1.3388178629548118,-0.26327095988400845,-0.8646819449317816,-1.5540258712618407,3.5142316434178515,1
2020-04-03,-0.7019161561386338,0.3148489374232935,-0.37021981811424837,-0.8140044266631725,-1.416138811434503,3.160869492177535,1
