Date,Log_Return,Volume,RSI,MACD,MACD_Signal,ATR,Label
2020-02-18,-0.7042038348817425,-0.23950001856913694,-1.8980287228669095,-3.346289773741235,-3.8703437762641912,1.3759598760993985,0
2020-02-19,-1.1072481637636775,0.8638639780521188,-2.042377849016465,-3.3059374910344186,-3.7569380413905376,1.384824971186172,0
2020-02-20,0.5835708667333732,-0.83870279663695,-1.8039214833874233,-3.195720386854048,-3.6440375122275754,1.3192617379845617,0
2020-02-21,1.3679534596185527,-0.712638683992699,-1.2900433558566466,-2.977201626887252,-3.5097505991028055,1.3045014327551907,0
2020-02-26,-2.193669444390085,-0.7872659606381603,-1.6432062013425708,-2.9230404177797693,-3.3914237056130183,1.346148536986625,0
2020-02-27,0.38541695772846335,-0.8991260726772697,-1.5064889133777788,-2.8200762518910354,-3.2760455578445793,1.2464450628193862,0
2020-02-28,-0.014080622623760657,-0.052801965105172564,-1.5064889133777788,-2.707465220481797,-3.16108543456222,1.1077344253215353,0
2020-03-02,-0.4135782029759819,-0.2691431502668236,-1.5752010503814695,-2.6159951086198254,-3.050713333734036,0.9973818895172273,2
2020-03-03,1.4765936324921614,-1.00383512549258,-1.0325111565881526,-2.4119151346783934,-2.921354281073493,0.977938091876789,2
2020-03-04,-0.11282665620012573,-0.6207974976337738,-1.0538444913487244,-2.231585984965902,-2.781584388788743,0.9691078195812777,2
2020-03-05,-1.0065112638110958,-0.8091260387738668,-1.2636606432780892,-2.1335998222194035,-2.650053427955181,0.9609083031138838,2
2020-03-06,-0.21367495280910248,0.146305109610744,-1.3045687819875393,-2.046421535402168,-2.527288182405588,0.9625195137066361,2
2020-03-09,-3.359225171494525,0.05861950246177487,-1.8545815599535829,-2.181152202777674,-2.4561841139502474,1.2315411981957542,2
2020-03-10,2.3279491686363913,-0.39886070963316106,-1.1031678034369314,-2.104424146024517,-2.3838629932348123,1.315298030320051,2
2020-03-11,-1.3318369929627139,-0.4658694243937029,-1.3163797186194925,-2.109620051177468,-2.327051525031701,1.540674444090455,2
2020-03-12,-10.14675032299971,0.024774618451799228,-2.2508664250434416,-2.740910052259547,-2.4086193873318575,2.4049337050816444,2
2020-03-13,4.14995684122485,0.25325932952698865,-1.4549650121331332,-2.9440468973705882,-2.5147452894253117,2.9214827660455027,2
2020-03-16,-4.737779571263218,-0.33727156275893694,-1.7907637710674194,-3.364537879904262,-2.684249788345622,3.3365600102315915,2
2020-03-17,-0.3512509073723244,-0.27051102842343416,-1.8119720578944618,-3.6763983564560108,-2.882600450762262,3.4821362904363657,2
2020-03-18,-6.025616932012484,0.621129093269455,-2.1360014561358955,-4.2354038818127835,-3.153754210588267,3.9863161754702157,2
2020-03-19,-5.491231636139821,-0.10951696386438567,-2.351410355293983,-4.933703099045992,-3.511176667615753,5.164824957904817,1
2020-03-20,1.4729617727527509,-0.8195611599010898,-2.1376276068103444,-5.342535192360198,-3.8793726144795064,5.34586565693597,1
2020-03-23,-6.867436188744498,-1.133497854299897,-2.3806687221561726,-5.972236161001464,-4.300626691758965,5.486295896366156,1
2020-03-24,5.476932166406852,-1.0577941672063012,-1.7161074788625823,-6.103036414231447,-4.663947272972477,5.496768714020718,1
2020-03-25,3.1796292327732867,-0.8880156699284288,-1.361745304488358,-5.957975585959485,-4.9254171572270335,5.3404416703436235,1
2020-03-26,5.652273282192962,-0.920989036631872,-0.7888811843772979,-5.447661636431743,-5.03191669461439,5.481263194233814,0
2020-03-27,2.602346589930382,-1.2218241132437344,-0.5456409600952344,-4.828333780647018,-4.992506099503392,5.418296685788619,2
2020-03-30,2.8716691210552696,-1.2958251671888064,-0.28640222146320793,-4.1100911620441005,-4.816465514863792,5.221450741693559,2
2020-03-31,-0.34327136465676056,-1.2824349675122813,-0.31511156865383516,-3.521283442347054,-4.5571635454816,5.0755643157726436,2
